s.no	worker_id	original_tableid	original_hypothesis	original_label	modified_tableid	modified_hypothesis	modified_label
0	IA1	T662	The city of Detroit is larger than the pure land space it occupies.	E	T662_mod_4	The city of Detroit is larger than the pure land space it occupies.	C
0	IA1	T146	Jeff Bridges has been a performer since they were 2 years old.	E	T146_mod_6	Jeff Bridges has been a performer since they were 2 years old.	C
0	IA1	T1010	Caravaggio created at least one piece with oil on canvass.	E	T1010_mod_4	Caravaggio created at least one piece with oil on canvass.	C
0	IA0	T361	Joaquin Phoenix has been acting since he was a teen.	C	T361_mod_6	Joaquin Phoenix has been acting since he was a teen.	E
0	IA1	T331	Bryan Adams is a Canadian musician.	E	T331_mod_6	Bryan Adams is a Canadian musician.	C
0	IA1	T899	Chengdu is a large area with many different classifications.	E	T899_mod_4	Chengdu is a large area with many different classifications.	C
0	IA0	T1134	Caravan Palace is an electro swing band from France.	E	T1134_mod_5	Caravan Palace is an electro swing band from France.	C
0	IA0	T831	Union of the Comoros was once the State of Comoros, and before that the Protectorate of the Comoros.	E	T831_mod_6	Union of the Comoros was once the State of Comoros, and before that the Protectorate of the Comoros.	C
0	IA0	T741	Duchovny has been acting for about 10 years.	C	T741_mod_6	Duchovny has been acting for about 10 years.	E
0	IA0	T578	Close Encounters of the Third Kind is science fiction film directed by Stephen Spielberg.	E	T578_mod_6	Close Encounters of the Third Kind is science fiction film directed by Stephen Spielberg.	C
0	IA0	T1562	Jun-ichi Nishizawa had a career at the same University he went to school at.	E	T1562_mod_6	Jun-ichi Nishizawa had a career at the same University he went to school at.	C
0	IA1	T491	Cory Monteith died nine months after his 31st birthday.	C	T491_mod_6	Cory Monteith died nine months after his 31st birthday.	E
0	IA1	T1369	The FSU Mascot is the Seminole.	E	T1369_mod_5	The FSU Mascot is the Seminole.	C
0	IA1	T370	Everclear is an American rock band.	E	T370_mod_6	Everclear is an American rock band.	C
0	IA1	T1875	Identity Crisis was a monthly publication from DC Comics.	E	T1875_mod_6	Identity Crisis was a monthly publication from DC Comics.	C
0	IA1	T1580	Kate Hudson does not have any famous parents.	C	T1580_mod_6	Kate Hudson does not have any famous parents.	E
0	IA1	T662	The city of Detroit, Michigan comprises less than a tenth of the urban area.	C	T662_mod_5	The city of Detroit, Michigan comprises less than a tenth of the urban area.	E
0	IA1	T534	RED BERRY(RED) AND COCONUT(SILVER) ARE THE VARIANTS OF VODKA	E	T534_mod_6	RED BERRY(RED) AND COCONUT(SILVER) ARE THE VARIANTS OF VODKA	C
0	IA1	T1598	Judy was known as a Chinese Prisoner of war.	C	T1598_mod_6	Judy was known as a Chinese Prisoner of war.	E
0	IA1	T702	The City of London has 27 different wards after the Wessex resettlement.	C	T702_mod_6	The City of London has 27 different wards after the Wessex resettlement.	E
0	IA1	T1477	Kanye West has been performing for 23 years.	E	T1477_mod_5	Kanye West has been performing for 23 years.	C
0	IA0	T1010	Caravaggio painted Boy Peeling Fruit towards the end of the 16th Century.	E	T1010_mod_5	Caravaggio painted Boy Peeling Fruit towards the end of the 16th Century.	C
0	IA0	T1477	Kanye West has won several awards.	E	T1477_mod_6	Kanye West has won several awards.	C
0	IA0	T1614	John Paul Getty III married in his twenties.	C	T1614_mod_6	John Paul Getty III married in his twenties.	E
0	IA1	T348	Christina Aguilera has been singing for over twenty years.	E	T348_mod_5	Christina Aguilera has been singing for over twenty years.	C
0	IA1	T805	Culture was released in the same year that recording began on the album.	C	T805_mod_5	Culture was released in the same year that recording began on the album.	E
0	IA1	T74	Katharine McPhee has been acting over twenty years.	C	T74_mod_5	Katharine McPhee has been acting over twenty years.	E
0	IA1	T1626	Jim Croce only lived for three decades.	E	T1626_mod_4	Jim Croce only lived for three decades.	C
0	IA1	T1730	Jon Hamm has been active since his teens.	C	T1730_mod_6	Jon Hamm has been active since his teens.	E
0	IA1	T416	The actor Johnny Depp has had three wives.	C	T416_mod_6	The actor Johnny Depp has had three wives.	E
0	IA1	T940	Bruges is a small geographic region of Belgium but big enough for four postal codes.	E	T940_mod_6	Bruges is a small geographic region of Belgium but big enough for four postal codes.	C
0	IA0	T413	Justus von Liebig was awarded the Albert Medal posthumously.	C	T413_mod_6	Justus von Liebig was awarded the Albert Medal posthumously.	E
0	IA1	T709	Crack-Up is an indie rock album released in 2017.	E	T709_mod_6	Crack-Up is an indie rock album released in 2017.	C
0	IA1	T308	Kalman Tihanyi was a really great physicist and created many theories that are still valid.	E	T308_mod_5	Kalman Tihanyi was a really great physicist and created many theories that are still valid.	C
0	IA1	T680	Camp Kill Yourself is grunge rock band that's been active for over 30 years in the music industry.	E	T680_mod_6	Camp Kill Yourself is grunge rock band that's been active for over 30 years in the music industry.	C
0	IA0	T152	Jane Austen did not live to see 40 years old.	C	T152_mod_6	Jane Austen did not live to see 40 years old.	E
0	IA1	T733	Coca-Cola with Lime is a soda produced by Coca-Cola that was both produced in the UK/US.	E	T733_mod_6	Coca-Cola with Lime is a soda produced by Coca-Cola that was both produced in the UK/US.	C
0	IA0	T1706	Jeff Lynne is a musician in his eighties.	C	T1706_mod_6	Jeff Lynne is a musician in his eighties.	E
0	IA0	T794	David with the Head of Goliath is located in Spain.	C	T794_mod_6	David with the Head of Goliath is located in Spain.	E
0	IA0	T899	Chengdu's downtown and Urban areas is larger than the Metro area.	C	T899_mod_5	Chengdu's downtown and Urban areas is larger than the Metro area.	E
0	IA1	T1287	The American Automobile Association only services include maps, travel guides and car batteries.	C	T1287_mod_6	The American Automobile Association only services include maps, travel guides and car batteries.	E
0	IA0	T458	Each of the 4 players use a different skill.	C	T458_mod_6	Each of the 4 players use a different skill.	E
0	IA1	T74	Katharine McPhee has been active for over 20 years.	C	T74_mod_6	Katharine McPhee has been active for over 20 years.	E
0	IA1	T1031	Case Closed is a manga developed by Weekly Shonen Sunday.	E	T1031_mod_5	Case Closed is a manga developed by Weekly Shonen Sunday.	C
0	IA1	T1626	Jim Croce was born in the Summer of 1943.	C	T1626_mod_5	Jim Croce was born in the Summer of 1943.	E
